CODIGO;CUENTA;SALDO ANTERIOR;DEBITO;CREDITO;SALDO FINAL
168501;Edificaciones;-96508615,000;0,000;0,000;-96508615,000
168502;Plantas, ductos y túneles;-153753217,000;0,000;0,000;-153753217,000
168504;Maquinaria y equipo;-12709415,000;0,000;0,000;-12709415,000
168505;Equipo médico y científico;-6267496,000;0,000;0,000;-6267496,000
168506;Muebles, enseres y equipo de oficina;-55837900,000;0,000;0,000;-55837900,000
168507;Equipos de comunicación y computación;-68524459,000;0,000;0,000;-68524459,000
168508;Equipos de transporte, tracción y elevación;-72478529,000;0,000;0,000;-72478529,000
168509;Equipos de comedor, cocina, despensa y hotelería;-7764025,000;0,000;0,000;-7764025,000
17;BIENES DE USO PÚBLICO E HISTÓRICOS Y CULTURALES;3722389797,000;0,000;0,000;3722389797,000
1710;BIENES DE USO PÚBLICO EN SERVICIO;3883628224,000;0,000;0,000;3883628224,000
171001;Red carretera;295621820,000;0,000;0,000;295621820,000
171005;Parques recreacionales;3481710404,000;0,000;0,000;3481710404,000
171012;Edificaciones;106296000,000;0,000;0,000;106296000,000
1715;BIENES HISTÓRICOS Y CULTURALES;17243066,000;0,000;0,000;17243066,000
171501;Monumentos;17243066,000;0,000;0,000;17243066,000
1785;DEPRECIACIÓN ACUMULADA DE BIENES DE USO PÚBLICO (CR);-170705382,000;0,000;0,000;-170705382,000
178501;Red carretera;-22928190,000;0,000;0,000;-22928190,000
178512;Edificaciones;-147777192,000;0,000;0,000;-147777192,000
1786;DEPRECIACIÓN ACUMULADA DE RESTAURACIONES DE BIENES HISTÓRICOS Y CULTURALES (CR);-7776111,000;0,000;0,000;-7776111,000
178601;Monumentos;-7776111,000;0,000;0,000;-7776111,000
19;OTROS ACTIVOS;8627919431,110;203165840,840;406331681,680;8424753590,270
1904;PLAN DE ACTIVOS PARA BENEFICIOS POSEMPLEO;8627919431,110;203165840,840;406331681,680;8424753590,270
190404;Encargos fiduciarios;8627919431,110;203165840,840;406331681,680;8424753590,270
2;PASIVOS;-10710417409,670;448631836,500;628611690,824;-10890397263,994
24;CUENTAS POR PAGAR;-6945530783,340;247156068,500;425216872,824;-7123591587,664
2401;ADQUISICIÓN DE BIENES Y SERVICIOS NACIONALES;-6060086031,000;178461102,500;188777347,000;-6070402275,500
240101;Bienes y servicios;0,000;15013469,000;15013469,000;0,000
240102;Proyectos de inversión;-6060086031,000;163447633,500;173763878,000;-6070402275,500
2407;RECURSOS A FAVOR DE TERCEROS;-388982099,140;0,000;160950341,824;-549932440,964
240719;Recaudos del porcentaje y sobretasa ambiental al impuesto predial;-11898,150;0,000;154192154,824;-154204052,974
240720;Recaudos por clasificar;-355254185,990;0,000;0,000;-355254185,990
240722;Estampillas;-28506145,000;0,000;1805883,000;-30312028,000
240726;Rendimientos financieros;-5209870,000;0,000;4952304,000;-10162174,000
2424;DESCUENTOS DE NÓMINA;-17996888,000;7027866,000;7777660,000;-18746682,000
242401;Aportes a fondos pensionales;-9908521,000;3270560,000;3854040,000;-10492001,000
242402;Aportes a seguridad social en salud;-7469061,000;3440400,000;3772320,000;-7800981,000
242407;Libranzas;-151300,000;151300,000;151300,000;-151300,000
242411;Embargos judiciales;-468006,000;165606,000;0,000;-302400,000
2430;SUBSIDIOS ASIGNADOS;-112918577,200;0,000;0,000;-112918577,200
243012;Servicio de acueducto;-27342125,880;0,000;0,000;-27342125,880
243013;Servicio de alcantarillado;-16287342,550;0,000;0,000;-16287342,550
243014;Servicio de aseo;-69289108,770;0,000;0,000;-69289108,770
2436;RETENCIÓN EN LA FUENTE E IMPUESTO DE TIMBRE;-2067809,000;0,000;3944224,000;-6012033,000
243605;Servicios;0,000;0,000;2633614,000;-2633614,000
243608;Compras;-13688,000;0,000;420168,000;-433856,000
243615;Rentas de trabajo;0,000;0,000;245000,000;-245000,000
243625;Impuesto a las ventas retenido;-1231966,000;0,000;645442,000;-1877408,000
243626;Contratos de construcción;-822155,000;0,000;0,000;-822155,000
2490;OTRAS CUENTAS POR PAGAR;-363479379,000;61667100,000;63767300,000;-365579579,000
249027;Viáticos y gastos de viaje;0,000;21815800,000;21815800,000;0,000
249034;Aportes a escuelas industriales, institutos técnicos y ESAP;-4450700,000;11000,000;1410300,000;-5850000,000
249050;Aportes al ICBF y SENA;-7268677,000;2585300,000;3286200,000;-7969577,000
249051;Servicios públicos;-325671499,000;0,000;0,000;-325671499,000
249054;Honorarios;0,000;37255000,000;37255000,000;0,000
249055;Servicios;-26088503,000;0,000;0,000;-26088503,000
25;BENEFICIOS A LOS EMPLEADOS;-1216042746,330;201475768,000;203394818,000;-1217961796,330
2511;BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO;-152682625,330;201475768,000;203394818,000;-154601675,330
251101;Nómina por pagar;0,670;92990270,000;92757000,000;233270,670
251102;Cesantías;-84904809,000;68453292,000;68453292,000;-84904809,000
251103;Intereses sobre cesantías;-9733574,000;0,000;0,000;-9733574,000
251104;Vacaciones;0,000;651424,000;651424,000;0,000
251105;Prima de vacaciones;0,000;401711,000;401711,000;0,000
251106;Prima de servicios;0,000;271300,000;271300,000;0,000
251109;Bonificaciones;0,000;445435,000;445435,000;0,000
251111;Aportes a riesgos laborales;-2055500,000;871700,000;1034300,000;-2218100,000
251113;Remuneración por servicios técnicos;0,000;3800000,000;3800000,000;0,000
251118;Contratos de personal temporal;0,000;8400000,000;8400000,000;0,000
251122;Aportes a fondos pensionales - empleador;-30063244,000;2522207,000;2522207,000;-30063244,000
251123;Aportes a seguridad social en salud - empleador;-18719180,000;18161220,000;19839140,000;-20397100,000
251124;Aportes a cajas de compensación familiar;-6421923,000;3442200,000;3754000,000;-6733723,000
251190;Otros beneficios a los empleados a corto plazo;-784396,000;1065009,000;1065009,000;-784396,000
2514;BENEFICIOS POSEMPLEO - PENSIONES;-1063360121,000;0,000;0,000;-1063360121,000
251410;Cálculo actuarial de pensiones actuales;-1063360121,000;0,000;0,000;-1063360121,000
27;PROVISIONES;-2143443000,000;0,000;0,000;-2143443000,000
2790;PROVISIONES DIVERSAS;-2143443000,000;0,000;0,000;-2143443000,000
279090;Otras provisiones diversas;-2143443000,000;0,000;0,000;-2143443000,000
29;OTROS PASIVOS;-405400880,000;0,000;0,000;-405400880,000
2902;RECURSOS RECIBIDOS EN ADMINISTRACIÓN;-400000000,000;0,000;0,000;-400000000,000
290201;En administración;-400000000,000;0,000;0,000;-400000000,000
2917;RETENCIONES Y ANTICIPOS DE IMPUESTOS;-5400880,000;0,000;0,000;-5400880,000
291705;Anticipo de impuesto de industria y comercio;-5400880,000;0,000;0,000;-5400880,000
3;PATRIMONIO;-29057567053,400;1716081,000;0,000;-29055850972,400
31;PATRIMONIO DE LAS ENTIDADES DE GOBIERNO;-29057567053,400;1716081,000;0,000;-29055850972,400
3105;CAPITAL FISCAL;-27849369506,530;1716081,000;0,000;-27847653425,530
310506;Capital Fiscal;-27849369506,530;1716081,000;0,000;-27847653425,530
3110;RESULTADO DEL EJERCICIO;-0,000;0,000;0,000;-0,000
311001;Utilidad o excedente del ejercicio;-0,000;0,000;0,000;-0,000
3145;IMPACTOS POR LA TRANSICIÓN AL NUEVO MARCO DE REGULACIÓN;-1208197546,870;0,000;0,000;-1208197546,870
314501;Efectivo y equivalentes al efectivo;50388653,040;0,000;0,000;50388653,040
314503;Cuentas por cobrar;200000,000;0,000;0,000;200000,000
314515;Cuentas por pagar;-1545254193,910;0,000;0,000;-1545254193,910
314516;Beneficios a empleados;1063360121,000;0,000;0,000;1063360121,000
314518;Provisiones;-776892127,000;0,000;0,000;-776892127,000
4;INGRESOS;-1084892057,470;13199601,000;2990550756,146;-4062243212,616
41;INGRESOS FISCALES;-35596602,000;13199601,000;1933908937,176;-1956305938,176
4105;IMPUESTOS;-21759221,000;9386000,000;1925003852,176;-1937377073,176
410507;Impuesto predial unificado;-442000,000;9386000,000;1906724382,176;-1897780382,176
410508;Impuesto de industria y comercio;-3455221,000;0,000;1405470,000;-4860691,000
410521;Impuesto de avisos, tableros y vallas;0,000;0,000;122000,000;-122000,000
410535;Sobretasa a la gasolina;-17862000,000;0,000;16695000,000;-34557000,000
410562;Sobretasa bomberil;0,000;0,000;57000,000;-57000,000
4110;CONTRIBUCIONES, TASAS E INGRESOS NO TRIBUTARIOS;-13837381,000;2708824,000;8905085,000;-20033642,000
411027;Estampillas;-7841771,000;2708824,000;6320589,000;-11453536,000
411046;Licencias;-3940224,000;0,000;2480496,000;-6420720,000
411061;Contribuciones;-2055386,000;0,000;0,000;-2055386,000
411090;Otras contribuciones, tasas e ingresos no tributarios;0,000;0,000;104000,000;-104000,000
4195;DEVOLUCIONES Y DESCUENTOS (DB);0,000;1104777,000;0,000;1104777,000
419510;Impuesto predial unificado;0,000;1104777,000;0,000;1104777,000
43;VENTA DE SERVICIOS;-8929579,000;0,000;7073287,000;-16002866,000
4321;SERVICIO DE ACUEDUCTO;-3401478,000;0,000;2767477,000;-6168955,000
432109;Distribución;-3401478,000;0,000;2767477,000;-6168955,000
4322;SERVICIO DE ALCANTARILLADO;-1031209,000;0,000;677584,000;-1708793,000
432208;Recolección y transporte;-1031209,000;0,000;677584,000;-1708793,000
4323;SERVICIO DE ASEO;-4496892,000;0,000;3628226,000;-8125118,000
432307;Recolección domiciliaria;-4496892,000;0,000;3628226,000;-8125118,000
44;TRANSFERENCIAS Y SUBVENCIONES;-1029589388,720;0,000;1041034593,870;-2070623982,590
4408;SISTEMA GENERAL DE PARTICIPACIONES;-821828070,000;0,000;821828070,000;-1643656140,000
440817;Participación para salud;-322780620,000;0,000;322780620,000;-645561240,000
440819;Participación para propósito general;-244351766,000;0,000;244351766,000;-488703532,000
440821;Programas de alimentación escolar;-51490764,000;0,000;51490764,000;-102981528,000
440824;Participación para agua potable y saneamiento básico;-203204920,000;0,000;203204920,000;-406409840,000
4413;SISTEMA GENERAL DE REGALÍAS;-191575215,720;0,000;212324391,870;-403899607,590
441304;Para proyectos de compensación regional;-191575215,720;0,000;212324391,870;-403899607,590
4421;SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD;-16186103,000;0,000;6882132,000;-23068235,000
442104;Recursos para la financiación del Sistema General de Seguridad Social en Salud;-16186103,000;0,000;6882132,000;-23068235,000
48;OTROS INGRESOS;-10776487,750;0,000;8533938,100;-19310425,850
4802;FINANCIEROS;-10776487,750;0,000;8533938,100;-19310425,850
480201;Intereses sobre depósitos en instituciones financieras;-10776487,750;0,000;8533938,100;-19310425,850
5;GASTOS;393187217,400;427780370,790;0,000;820967588,190
51;DE ADMINISTRACIÓN Y OPERACIÓN;153721780,430;273776171,000;0,000;427497951,430
5101;SUELDOS Y SALARIOS;80546014,667;89625839,000;0,000;170171853,667
510101;Sueldos;79822690,667;88621000,000;0,000;168443690,667
510160;Subsidio de alimentación;723324,000;1004839,000;0,000;1728163,000
5103;CONTRIBUCIONES EFECTIVAS;23065460,000;26245427,000;0,000;49310887,000
510302;Aportes a cajas de compensación familiar;3442200,000;3754000,000;0,000;7196200,000
510303;Cotizaciones a seguridad social en salud;17256560,000;18978820,000;0,000;36235380,000
510305;Cotizaciones a riesgos laborales;826400,000;990400,000;0,000;1816800,000
510307;Cotizaciones a entidades administradoras del régimen de ahorro individual;1540300,000;2522207,000;0,000;4062507,000
5104;APORTES SOBRE LA NÓMINA;4308500,000;4696500,000;0,000;9005000,000
510401;Aportes al ICBF;2581600,000;2815200,000;0,000;5396800,000
510402;Aportes al SENA;432400,000;471000,000;0,000;903400,000
510403;Aportes a la ESAP;432400,000;471000,000;0,000;903400,000
510404;Aportes a escuelas industriales e institutos técnicos;862100,000;939300,000;0,000;1801400,000
5107;PRESTACIONES SOCIALES;29430283,000;70223162,000;0,000;99653445,000
510701;Vacaciones;4447801,000;651424,000;0,000;5099225,000
510702;Cesantías;1719542,000;68453292,000;0,000;70172834,000
510703;Intereses a las cesantías;9388277,000;0,000;0,000;9388277,000
510704;Prima de vacaciones;6633668,000;401711,000;0,000;7035379,000
510706;Prima de servicios;367928,000;271300,000;0,000;639228,000
510707;BONIFICACION ESPECIAL POR RECREACION;6873067,000;445435,000;0,000;7318502,000
5108;GASTOS DE PERSONAL DIVERSOS;6446600,000;38635800,000;0,000;45082400,000
510806;Contratos de personal temporal;0,000;16820000,000;0,000;16820000,000
510810;Viáticos;6446600,000;21815800,000;0,000;28262400,000
5111;GENERALES;10152026,333;44348859,000;0,000;54500885,333
511117;Servicios públicos;6777026,333;5100390,000;0,000;11877416,333
511123;Comunicaciones y transporte;0,000;6593469,000;0,000;6593469,000
511146;Combustibles y lubricantes;3375000,000;0,000;0,000;3375000,000
511179;Honorarios;0,000;32655000,000;0,000;32655000,000
5120;IMPUESTOS, CONTRIBUCIONES Y TASAS;-227103,570;584,000;0,000;-226519,570
512024;Gravamen a los movimientos financieros;-227103,570;584,000;0,000;-226519,570
55;GASTO PÚBLICO SOCIAL;239215596,000;153763878,000;0,000;392979474,000
5501;EDUCACIÓN;0,000;40009595,500;0,000;40009595,500
550106;Asignación de bienes y servicios;0,000;40009595,500;0,000;40009595,500
5502;SALUD;91816666,000;33443244,000;0,000;125259910,000
550206;Asignación de bienes y servicios;91816666,000;33443244,000;0,000;125259910,000
5503;AGUA POTABLE Y SANEAMIENTO BÁSICO;0,000;25316244,500;0,000;25316244,500
550306;Asignación de bienes y servicios;0,000;25316244,500;0,000;25316244,500
5506;CULTURA;0,000;20000000,000;0,000;20000000,000
550606;Asignación de bienes y servicios;0,000;20000000,000;0,000;20000000,000
5507;DESARROLLO COMUNITARIO Y BIENESTAR SOCIAL;147398930,000;34994794,000;0,000;182393724,000
550706;Asignación de bienes y servicios;147398930,000;34994794,000;0,000;182393724,000
58;OTROS GASTOS;249840,970;240321,790;0,000;490162,760
5802;COMISIONES;249840,970;240321,790;0,000;490162,760
580240;Comisiones servicios financieros;249840,970;240321,790;0,000;490162,760
7;COSTOS DE TRANSFORMACIÓN;0,000;10200780,000;10200780,000;0,000
75;SERVICIOS PÚBLICOS;0,000;10200780,000;10200780,000;0,000
7502;ACUEDUCTO;0,000;10200780,000;10200780,000;0,000
750203;Sueldos y salarios;0,000;4196170,000;4196170,000;0,000
750205;Contribuciones efectivas;0,000;904220,000;904220,000;0,000
750295;Traslado de costos (Cr);0,000;5100390,000;5100390,000;0,000
7503;ALCANTARILLADO;0,000;0,000;0,000;0,000
750395;Traslado de costos (Cr);0,000;0,000;0,000;0,000
9;CUENTAS DE ORDEN ACREEDORAS;0,000;25220102,000;25220102,000;0,000
91;PASIVOS CONTINGENTES;4865855887,210;0,000;0,000;4865855887,210
9120;LITIGIOS Y MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS;4865855887,210;0,000;0,000;4865855887,210
912004;Administrativos;2478763887,210;0,000;0,000;2478763887,210
912005;Obligaciones fiscales;2387092000,000;0,000;0,000;2387092000,000
93;ACREEDORAS DE CONTROL;-590120995,000;0,000;25220102,000;-615341097,000
9390;OTRAS CUENTAS ACREEDORAS DE CONTROL;-590120995,000;0,000;25220102,000;-615341097,000
939015;Porcentaje y sobretasa ambiental al impuesto predial;-590120995,000;0,000;25220102,000;-615341097,000
99;ACREEDORAS POR CONTRA (DB);-4275734892,210;25220102,000;0,000;-4250514790,210
9905;PASIVOS CONTINGENTES POR CONTRA (DB);-4865855887,210;0,000;0,000;-4865855887,210
990505;Litigios y mecanismos alternativos de solución de conflictos;-4865855887,210;0,000;0,000;-4865855887,210
9915;ACREEDORAS DE CONTROL POR CONTRA (DB);590120995,000;25220102,000;0,000;615341097,000
991590;Otras cuentas acreedoras de control por contra;590120995,000;25220102,000;0,000;615341097,000
