CODIGO;CUENTA;SALDO ANTERIOR;DEBITO;CREDITO;SALDO FINAL
133705002;SISTEMA GENERAL DE PARTICIPACIONES PARTICIPACIÓN PARA PROPÓSITO GENERAL CULTURA;6781952,800;0,000;5955500,000;826452,800
133705003;SISTEMA GENERAL DE PARTICIPACIONES PARTICIPACIÓN PARA PROPÓSITO GENERAL LIBRE INVERSION;202100333,800;0,000;153160316,000;48940017,800
133705004;SISTEMA GENERAL DE PARTICIPACIONES PARTICIPACIÓN PARA PROPÓSITO GENERAL LIBRE DESTINACION;157807674,600;0,000;120971936,000;36835738,600
133706;Sistema General de Participaciones - Participación para pensiones - Fondo Nacional de Pensiones de l;6870301,000;0,000;0,000;6870301,000
133706001;SISTEMA GENERAL DE PARTICIPACIONES PARTICIPACIÓN PARA PENSIONES FONDO NACIONAL DE PENSIONES DE LAS E;6870301,000;0,000;0,000;6870301,000
133707;Sistema General de Participaciones - Programas de alimentación escolar;7502390,000;0,000;3751195,000;3751195,000
133707001;SISTEMA GENERAL DE PARTICIPACIONES PROGRAMAS DE ALIMENTACIÓN ESCOLAR;7502390,000;0,000;3751195,000;3751195,000
133710;Sistema General de Participaciones - Participación para agua potable y saneamiento básico;39705316,000;0,000;39705316,000;-0,000
133710001;SISTEMA GENERAL DE PARTICIPACIONES PARTICIPACIÓN PARA AGUA POTABLE Y SANEAMIENTO BÁSICO;39705316,000;0,000;39705316,000;-0,000
133712;Otras transferencias;53555486,000;1051410,000;6073410,000;48533486,000
133712001;OTRAS TRANSFERENCIAS ETESA;2270542,000;0,000;0,000;2270542,000
133712003;OTRAS TRANSFERENCIAS  SGR;51284944,000;0,000;5022000,000;46262944,000
133712006;GASTOS DE FUNCIONAMIENTO;0,000;1051410,000;1051410,000;0,000
1384;OTRAS CUENTAS POR COBRAR;51619287,240;3279315,000;20948508,000;33950094,240
138401;Aportes de capital por cobrar;29326927,240;0,000;0,000;29326927,240
138401001;APORTES DE CAPITAL POR COBRAR;29326927,240;0,000;0,000;29326927,240
138439;Arrendamiento operativo;0,000;1801035,000;1801035,000;0,000
138439001;ARRENDAMIENTO OPERATIVO;0,000;1801035,000;1801035,000;0,000
138440;Rendimientos de recursos del Sistema General de Regalías;8375,000;0,000;0,000;8375,000
138440001;Rendimientos de recursos del Sistema General de Regalías;8375,000;0,000;0,000;8375,000
138490;Otras cuentas por cobrar;22283985,000;1478280,000;19147473,000;4614792,000
138490001;OTRAS CUENTAS POR COBRAR;22244625,000;1380000,000;19147473,000;4477152,000
138490002;OTRAS CUENTAS POR COBRAR RETENCIONES DEPARTAMENTALES SPGR;39360,000;98280,000;0,000;137640,000
14;PRÉSTAMOS POR COBRAR;360001,000;0,000;0,000;360001,000
1480;DETERIORO ACUMULADO DE PRÉSTAMOS POR COBRAR (CR);360001,000;0,000;0,000;360001,000
148003;Préstamos concedidos;360001,000;0,000;0,000;360001,000
148003001;PRÉSTAMOS CONCEDIDOS;360001,000;0,000;0,000;360001,000
15;INVENTARIOS;496013042,000;0,000;0,000;496013042,000
1510;MERCANCÍAS EN EXISTENCIA;467365800,000;0,000;0,000;467365800,000
151002;Terrenos;467365800,000;0,000;0,000;467365800,000
151002001;TERRENOS;467365800,000;0,000;0,000;467365800,000
1525;EN TRÁNSITO;28647242,000;0,000;0,000;28647242,000
152590;Otros inventarios en tránsito;28647242,000;0,000;0,000;28647242,000
152590001;OTROS INVENTARIOS EN TRÁNSITO;28647242,000;0,000;0,000;28647242,000
16;PROPIEDADES, PLANTA Y EQUIPO;2483441461,080;0,000;9761960,990;2473679500,090
1605;TERRENOS;938522600,000;0,000;0,000;938522600,000
160501;Urbanos;695418899,000;0,000;0,000;695418899,000
160501001;URBANOS;695418899,000;0,000;0,000;695418899,000
160502;Rurales;243103701,000;0,000;0,000;243103701,000
160502001;RURALES;243103701,000;0,000;0,000;243103701,000
1615;CONSTRUCCIONES EN CURSO;1359774128,000;0,000;0,000;1359774128,000
161590;Otras construcciones en curso;1359774128,000;0,000;0,000;1359774128,000
161590001;OTRAS CONSTRUCCIONES EN CURSO;1359774128,000;0,000;0,000;1359774128,000
1640;EDIFICACIONES;1235414401,000;0,000;0,000;1235414401,000
164001;Edificios y casas;835362000,000;0,000;0,000;835362000,000
164001001;EDIFICIOS Y CASAS;835362000,000;0,000;0,000;835362000,000
164009;Colegios y escuelas;400052401,000;0,000;0,000;400052401,000
164009001;COLEGIOS Y ESCUELAS;400052401,000;0,000;0,000;400052401,000
1655;MAQUINARIA Y EQUIPO;154100079,000;0,000;0,000;154100079,000
165505;Equipo de música;133230579,000;0,000;0,000;133230579,000
165505001;EQUIPO DE MÚSICA;133230579,000;0,000;0,000;133230579,000
165590;Otra maquinaria y equipo;20869500,000;0,000;0,000;20869500,000
165590001;OTRA MAQUINARIA Y EQUIPO;20869500,000;0,000;0,000;20869500,000
1665;MUEBLES, ENSERES Y EQUIPO DE OFICINA;90179032,000;0,000;0,000;90179032,000
166501;Muebles y enseres;54300334,000;0,000;0,000;54300334,000
166501001;MUEBLES Y ENSERES;54300334,000;0,000;0,000;54300334,000
166502;Equipo y máquina de oficina;35878698,000;0,000;0,000;35878698,000
166502001;EQUIPO Y MÁQUINA DE OFICINA;35878698,000;0,000;0,000;35878698,000
1670;EQUIPOS DE COMUNICACIÓN Y COMPUTACIÓN;122651543,000;0,000;0,000;122651543,000
167002;Equipo de computación;122651543,000;0,000;0,000;122651543,000
167002001;EQUIPO DE COMPUTACIÓN;122651543,000;0,000;0,000;122651543,000
1675;EQUIPOS DE TRANSPORTE, TRACCIÓN Y ELEVACIÓN;540734401,000;0,000;0,000;540734401,000
167502;Terrestre;540734401,000;0,000;0,000;540734401,000
167502001;TERRESTRE;540734401,000;0,000;0,000;540734401,000
1685;DEPRECIACIÓN ACUMULADA DE PROPIEDADES, PLANTA Y EQUIPO (CR);-1957934722,920;0,000;9761960,990;-1967696683,910
168501;Edificaciones;-891802751,260;0,000;1826979,020;-893629730,280
168501001;EDIFICACIONES;-891802751,260;0,000;1826979,020;-893629730,280
168504;Maquinaria y equipo;-155199204,060;0,000;1099125,060;-156298329,120
168504001;MAQUINARIA Y EQUIPO;-155199204,060;0,000;1099125,060;-156298329,120
168506;Muebles, enseres y equipo de oficina;-65186386,610;0,000;626243,220;-65812629,830
168506001;MUEBLES ENSERES Y EQUIPO DE OFICINA;-65186386,610;0,000;626243,220;-65812629,830
168507;Equipos de comunicación y computación;-127204073,890;0,000;1703493,670;-128907567,560
168507001;EQUIPOS DE COMUNICACIÓN Y COMPUTACIÓN;-127204073,890;0,000;1703493,670;-128907567,560
168508;Equipos de transporte, tracción y elevación;-718542307,100;0,000;4506120,020;-723048427,120
168508001;EQUIPOS DE TRANSPORTE TRACCIÓN Y ELEVACIÓN;-718542307,100;0,000;4506120,020;-723048427,120
17;BIENES DE USO PÚBLICO E HISTÓRICOS Y CULTURALES;11800015962,520;0,000;21009688,830;11779006273,690
1710;BIENES DE USO PÚBLICO EN SERVICIO;13457816405,000;0,000;0,000;13457816405,000
171001;Red carretera;2400000000,000;0,000;0,000;2400000000,000
171001001;RED CARRETERA;2400000000,000;0,000;0,000;2400000000,000
171004;Plazas públicas;213817200,000;0,000;0,000;213817200,000
171004001;PLAZAS PÚBLICAS;213817200,000;0,000;0,000;213817200,000
171005;Parques recreacionales;10421340704,000;0,000;0,000;10421340704,000
171005001;PARQUES RECREACIONALES;10421340704,000;0,000;0,000;10421340704,000
171014;Terrenos;416366901,000;0,000;0,000;416366901,000
171014001;TERRENOS;416366901,000;0,000;0,000;416366901,000
171090;Otros bienes de uso público en servicio;6291600,000;0,000;0,000;6291600,000
171090001;OTROS BIENES DE USO PÚBLICO EN SERVICIO;6291600,000;0,000;0,000;6291600,000
1785;DEPRECIACIÓN ACUMULADA DE BIENES DE USO PÚBLICO (CR);-1657800442,480;0,000;21009688,830;-1678810131,310
178501;Red carretera;-216666667,100;0,000;3333333,340;-220000000,440
178501001;RED CARRETERA;-216666667,100;0,000;3333333,340;-220000000,440
178504;Plazas públicas;-147593260,010;0,000;296968,330;-147890228,340
178504001;PLAZAS PÚBLICAS;-147593260,010;0,000;296968,330;-147890228,340
178505;Parques recreacionales;-1288328973,370;0,000;17368901,160;-1305697874,530
178505001;PARQUES RECREACIONALES;-1288328973,370;0,000;17368901,160;-1305697874,530
178590;Otros bienes de uso público;-5211542,000;0,000;10486,000;-5222028,000
178590001;OTROS BIENES DE USO PÚBLICO;-5211542,000;0,000;10486,000;-5222028,000
19;OTROS ACTIVOS;2659798516,520;0,000;0,000;2659798516,520
1902;PLAN DE ACTIVOS PARA BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO;0,000;0,000;0,000;0,000
190202;Recursos entregados en administración;0,000;0,000;0,000;0,000
190202001;RECURSOS ENTREGADOS EN ADMINISTRACIÓN;0,000;0,000;0,000;0,000
1904;PLAN DE ACTIVOS PARA BENEFICIOS POSEMPLEO;1963955112,380;0,000;0,000;1963955112,380
190404;Encargos fiduciarios;1963955112,380;0,000;0,000;1963955112,380
190404001;ENCARGOS FIDUCIARIOS;1963955112,380;0,000;0,000;1963955112,380
1908;RECURSOS ENTREGADOS EN ADMINISTRACIÓN;695843404,140;0,000;0,000;695843404,140
190801;En administración;695752130,140;0,000;0,000;695752130,140
190801001;EN ADMINISTRACIÓN;695752130,140;0,000;0,000;695752130,140
190806;RECURSOS DEL REGIMEN SUBSIDIADO ADMINISTRADOS POR LA ADRES;91274,000;0,000;0,000;91274,000
190806001;RECURSOS DEL REGIMEN SUBSIDIADO ADMINISTRADOS POR LA ADRES;91274,000;0,000;0,000;91274,000
2;PASIVOS;-2192423214,883;358334529,440;341251172,690;-2175339858,133
23;PRÉSTAMOS POR PAGAR;-150751855,850;17724733,120;2513318,120;-135540440,850
2313;FINANCIAMIENTO INTERNO DE CORTO PLAZO;-11700188,000;0,000;0,000;-11700188,000
231301;Préstamos banca comercial;-11700188,000;0,000;0,000;-11700188,000
231301001;PRÉSTAMOS BANCA COMERCIAL;-11700188,000;0,000;0,000;-11700188,000
2314;FINANCIAMIENTO INTERNO DE LARGO PLAZO;-139051667,850;17724733,120;2513318,120;-123840252,850
231401;Préstamos banca comercial;-139051667,850;17724733,120;2513318,120;-123840252,850
231401001;PRÉSTAMOS BANCA COMERCIAL;-139051667,850;17724733,120;2513318,120;-123840252,850
24;CUENTAS POR PAGAR;-633313014,866;276962176,320;272479667,570;-628830506,116
2401;ADQUISICIÓN DE BIENES Y SERVICIOS NACIONALES;-70496673,930;125886789,000;124386789,000;-68996673,930
240101;Bienes y servicios;-45968889,000;1212825,000;1212825,000;-45968889,000
240101001;BIENES Y SERVICIOS;-45968889,000;1212825,000;1212825,000;-45968889,000
240102;Proyectos de inversión;-24527784,930;124673964,000;123173964,000;-23027784,930
240102001;PROYECTOS DE INVERSIÓN;-24527784,930;124673964,000;123173964,000;-23027784,930
2403;TRANSFERENCIAS POR PAGAR;0,000;30200000,000;30200000,000;0,000
240315;Otras transferencias;0,000;30200000,000;30200000,000;0,000
240315001;OTRAS TRANSFERENCIAS CONCEJO PERSONERIA;0,000;30200000,000;30200000,000;0,000
2407;RECURSOS A FAVOR DE TERCEROS;-227395425,906;10891349,320;13368735,570;-229872812,156
240719;Recaudos del porcentaje y sobretasa ambiental al impuesto predial;-8207617,996;0,000;8158254,000;-16365871,996
240719001;RECAUDOS DEL PORCENTAJE Y SOBRETASA AMBIENTAL AL IMPUESTO PREDIAL;-2649608,996;0,000;8144633,000;-10794241,996
240719002;INTERESES RECAUDOS DEL PORCENTAJE Y SOBRETASA AMBIENTAL AL IMPUESTO PREDIAL;-5558009,000;0,000;13621,000;-5571630,000
240720;Recaudos por clasificar;-188299412,580;2788561,000;1960030,000;-187470881,580
240720001;RECAUDOS POR CLASIFICAR;-187728630,580;2788561,000;1960030,000;-186900099,580
240720003;RECAUDOS POR CLASIFICAR ABONOS PREDIAL;-570782,000;0,000;0,000;-570782,000
240722;Estampillas;-2498417,910;2257148,320;2596184,000;-2837453,590
240722001;ESTAMPILLAS TURISMO 91%;-2322164,730;2257148,320;2316464,000;-2381480,410
240722005;ESTAMPILLAS PROUNILLANOS;-0,180;0,000;0,000;-0,180
240722010;ADULTO MAYOR 4;-96000,000;0,000;216000,000;-312000,000
240722011;RETENCION CULTURA 1;-24000,000;0,000;54000,000;-78000,000
240722013;ESTAMPILLAS TURISMO 9 ;-56253,000;0,000;9720,000;-65973,000
240726;Rendimientos financieros;-28350617,420;5845640,000;555987,570;-23060964,990
240726001;RENDIMIENTOS FINANCIEROS;-28350617,420;5845640,000;555987,570;-23060964,990
