CODIGO;CUENTA;SALDO ANTERIOR;DEBITO;CREDITO;SALDO FINAL
131809;Subsidio servicio de alcantarillado;73233231,000;14639275,000;5783030,000;82089476,000
131809001;SUBSIDIO SERVICIO DE ALCANTARILLADO;73233231,000;14639275,000;5783030,000;82089476,000
131810;Subsidio servicio de aseo;328305800,000;56569100,000;22369800,000;362505100,000
131810001;SUBSIDIO SERVICIO DE ASEO;328305800,000;56569100,000;22369800,000;362505100,000
1384;OTRAS CUENTAS POR COBRAR;79387578,870;8000,000;0,000;79395578,870
138401;Aportes de capital por cobrar;79387578,870;0,000;0,000;79387578,870
138401001;APORTES DE CAPITAL POR COBRAR;79387578,870;0,000;0,000;79387578,870
138405;Comisiones;0,000;8000,000;0,000;8000,000
138405001;COMISIONES;0,000;8000,000;0,000;8000,000
14;PRÉSTAMOS POR COBRAR;0,000;360001,000;0,000;360001,000
1480;DETERIORO ACUMULADO DE PRÉSTAMOS POR COBRAR (CR);0,000;360001,000;0,000;360001,000
148003;Préstamos concedidos;0,000;360001,000;0,000;360001,000
148003001;PRÉSTAMOS CONCEDIDOS;0,000;360001,000;0,000;360001,000
16;PROPIEDADES, PLANTA Y EQUIPO;204802766,000;0,000;10757643,000;194045123,000
1645;PLANTAS, DUCTOS Y TÚNELES;7678400,000;0,000;0,000;7678400,000
164502;Plantas de tratamiento;7678400,000;0,000;0,000;7678400,000
164502001;PLANTAS DE TRATAMIENTO;7678400,000;0,000;0,000;7678400,000
1670;EQUIPOS DE COMUNICACIÓN Y COMPUTACIÓN;16900000,000;0,000;0,000;16900000,000
167002;Equipo de computación;16900000,000;0,000;0,000;16900000,000
167002001;EQUIPO DE COMPUTACIÓN;16900000,000;0,000;0,000;16900000,000
1675;EQUIPOS DE TRANSPORTE, TRACCIÓN Y ELEVACIÓN;392666720,000;0,000;0,000;392666720,000
167502;Terrestre;392666720,000;0,000;0,000;392666720,000
167502001;TERRESTRE;392666720,000;0,000;0,000;392666720,000
1685;DEPRECIACIÓN ACUMULADA DE PROPIEDADES, PLANTA Y EQUIPO (CR);-212442354,000;0,000;10757643,000;-223199997,000
168502;Plantas, ductos y túneles;-5950752,000;0,000;95979,000;-6046731,000
168502001;PLANTAS DUCTOS Y TÚNELES;-5950752,000;0,000;95979,000;-6046731,000
168507;Equipos de comunicación y computación;-6760000,000;0,000;844998,000;-7604998,000
168507001;EQUIPOS DE COMUNICACIÓN Y COMPUTACIÓN;-6760000,000;0,000;844998,000;-7604998,000
168508;Equipos de transporte, tracción y elevación;-199731602,000;0,000;9816666,000;-209548268,000
168508001;EQUIPOS DE TRANSPORTE TRACCIÓN Y ELEVACIÓN;-199731602,000;0,000;9816666,000;-209548268,000
2;PASIVOS;-57712700,201;102772092,867;92292248,533;-47232855,868
24;CUENTAS POR PAGAR;-46298524,200;70883180,000;58700941,000;-34116285,200
2401;ADQUISICIÓN DE BIENES Y SERVICIOS NACIONALES;-28542324,000;65637302,000;47659500,000;-10564522,000
240101;Bienes y servicios;-28542324,000;59037302,000;41059500,000;-10564522,000
240101001;BIENES Y SERVICIOS;-28542324,000;59037302,000;41059500,000;-10564522,000
240102;Proyectos de inversión;0,000;6600000,000;6600000,000;0,000
240102001;PROYECTOS DE INVERSIÓN;0,000;6600000,000;6600000,000;0,000
2407;RECURSOS A FAVOR DE TERCEROS;-17240030,200;676900,000;3460476,000;-20023606,200
240720;Recaudos por clasificar;-12704262,000;676900,000;812913,000;-12840275,000
240720001;RECAUDOS POR CLASIFICAR;-12704262,000;676900,000;812913,000;-12840275,000
240722;Estampillas;-4535768,200;0,000;2647563,000;-7183331,200
240722001;ESTAMPILLAS TURISMO 91%;-956083,080;0,000;661891,000;-1617974,080
240722005;ESTAMPILLAS PROUNILLANOS;-236074,840;0,000;90460,000;-326534,840
240722010;ADULTO MAYOR 4%;516820,560;0,000;1323782,000;-806961,440
240722011;RETENCION CULTURA 1%;-862265,840;0,000;330945,000;-1193210,840
240722012;RECAUDO INDUSTRIA Y COMERCIO;-2998165,000;0,000;240485,000;-3238650,000
2424;DESCUENTOS DE NÓMINA;-516170,000;4038478,000;5814725,000;-2292417,000
242401;Aportes a fondos pensionales;0,000;422457,000;632081,000;-209624,000
242401001;APORTES A FONDOS PENSIONALES;0,000;422457,000;632081,000;-209624,000
242402;Aportes a seguridad social en salud;0,000;422457,000;632081,000;-209624,000
242402001;APORTES A SEGURIDAD SOCIAL EN SALUD;0,000;422457,000;632081,000;-209624,000
242405;Cooperativas;0,000;152320,000;228480,000;-76160,000
242405001;COOPERATIVAS;0,000;152320,000;228480,000;-76160,000
242407;Libranzas;-516170,000;2995920,000;4254097,000;-1774347,000
242407001;LIBRANZAS;-516170,000;2995920,000;4254097,000;-1774347,000
242412;Seguros;0,000;45324,000;67986,000;-22662,000
242412001;SEGUROS;0,000;45324,000;67986,000;-22662,000
2436;RETENCIÓN EN LA FUENTE E IMPUESTO DE TIMBRE;0,000;0,000;972540,000;-972540,000
243605;Servicios;0,000;0,000;361842,000;-361842,000
243605001;SERVICIOS GENERALES DECLARANTES 4;0,000;0,000;361842,000;-361842,000
243608;Compras;0,000;0,000;610698,000;-610698,000
243608003;COMPRAS GENERALES NO DECLARANTES 35;0,000;0,000;610698,000;-610698,000
2490;OTRAS CUENTAS POR PAGAR;0,000;530500,000;793700,000;-263200,000
249034;Aportes a escuelas industriales, institutos técnicos y ESAP;0,000;159600,000;238800,000;-79200,000
249034001;APORTES A ESCUELAS INDUSTRIALES INSTITUTOS TÉCNICOS Y ESAP;0,000;159600,000;238800,000;-79200,000
249050;Aportes al ICBF y SENA;0,000;370900,000;554900,000;-184000,000
249050001;APORTES AL ICBF Y SENA;0,000;370900,000;554900,000;-184000,000
25;BENEFICIOS A LOS EMPLEADOS;-11414176,001;31888912,867;33591307,533;-13116570,668
2511;BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO;-11414176,001;31888912,867;33591307,533;-13116570,668
251101;Nómina por pagar;0,002;15432810,867;19541024,533;-4108213,665
251101001;NÓMINA POR PAGAR 888 NICSP;0,002;15432810,867;19541024,533;-4108213,665
251102;Cesantías;-6731078,000;7483615,000;7483615,000;-6731078,000
251102001;CESANTÍAS;-6731078,000;7483615,000;7483615,000;-6731078,000
251103;Intereses sobre cesantías;-1814017,000;898034,000;0,000;-915983,000
251103001;INTERESES SOBRE CESANTÍAS;-1814017,000;898034,000;0,000;-915983,000
251106;Prima de servicios;-2869081,000;0,000;0,000;-2869081,000
251106001;PRIMA DE SERVICIOS;-2869081,000;0,000;0,000;-2869081,000
251109;Bonificaciones;0,000;2840997,000;0,000;2840997,000
251109001;BONIFICACIONES;0,000;2840997,000;0,000;2840997,000
251111;Aportes a riesgos laborales;0,000;55600,000;83200,000;-27600,000
251111001;APORTES A RIESGOS LABORALES;0,000;55600,000;83200,000;-27600,000
251118;Contratos de personal temporal;0,000;1708450,000;1708450,000;0,000
251118001;CONTRATOS DE PERSONAL TEMPORAL;0,000;1708450,000;1708450,000;0,000
251122;Aportes a fondos pensionales - empleador;0,000;1267743,000;1896719,000;-628976,000
251122001;APORTES A FONDOS PENSIONALES - EMPLEADOR;0,000;1267743,000;1896719,000;-628976,000
251123;Aportes a seguridad social en salud - empleador;0,000;898243,000;1344019,000;-445776,000
251123001;APORTES A SEGURIDAD SOCIAL EN SALUD - EMPLEADOR;0,000;898243,000;1344019,000;-445776,000
251124;Aportes a cajas de compensación familiar;0,000;423100,000;633000,000;-209900,000
251124001;APORTES A CAJAS DE COMPENSACIÓN FAMILIAR;0,000;423100,000;633000,000;-209900,000
251190;Otros beneficios a los empleados a corto plazo;-0,003;880320,000;901280,000;-20960,003
251190001;OTROS BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO;-0,003;880320,000;901280,000;-20960,003
3;PATRIMONIO;-1304816077,322;0,000;0,000;-1304816077,322
31;PATRIMONIO DE LAS ENTIDADES DE GOBIERNO;-1304816077,322;0,000;0,000;-1304816077,322
3105;CAPITAL FISCAL;-791686527,130;0,000;0,000;-791686527,130
310506;Capital Fiscal;-791686527,130;0,000;0,000;-791686527,130
310506001;CAPITAL FISCAL;-791686527,130;0,000;0,000;-791686527,130
3109;RESULTADOS DE EJERCICIOS ANTERIORES;-420317964,010;0,000;0,000;-420317964,010
310901;Utilidades o excedentes acumulados;-421716256,960;0,000;0,000;-421716256,960
310901001;EXCEDENTE ACUMULADO;-421716256,960;0,000;0,000;-421716256,960
310902;Pérdidas o déficits acumulados;1398292,950;0,000;0,000;1398292,950
310902001;DÉFICIT ACUMULADO;1398292,950;0,000;0,000;1398292,950
3110;RESULTADO DEL EJERCICIO;-92811586,182;0,000;0,000;-92811586,182
311001;Utilidad o excedente del ejercicio;-105007469,851;0,000;0,000;-105007469,851
311001001;EXCEDENTE DEL EJERCICIO;-105007469,851;0,000;0,000;-105007469,851
311002;Pérdida o déficit del ejercicio;12195883,669;0,000;0,000;12195883,669
311002001;DÉFICIT DEL EJERCICIO;12195883,669;0,000;0,000;12195883,669
4;INGRESOS;0,000;0,000;164234232,000;-164234232,000
43;VENTA DE SERVICIOS;0,000;0,000;164064028,000;-164064028,000
4321;SERVICIO DE ACUEDUCTO;0,000;0,000;54729598,000;-54729598,000
432109;Distribución;0,000;0,000;54729598,000;-54729598,000
432109001;DISTRIBUCI;0,000;0,000;54729598,000;-54729598,000
4322;SERVICIO DE ALCANTARILLADO;0,000;0,000;22056730,000;-22056730,000
432208;Recolección y transporte;0,000;0,000;22056730,000;-22056730,000
432208001;RECOLECCIÓN Y TRANSPORTE;0,000;0,000;22056730,000;-22056730,000
4323;SERVICIO DE ASEO;0,000;0,000;87277700,000;-87277700,000
432307;Recolección domiciliaria;0,000;0,000;87277700,000;-87277700,000
432307001;RECOLECCIÓN DOMICILIARIA;0,000;0,000;87277700,000;-87277700,000
48;OTROS INGRESOS;0,000;0,000;170204,000;-170204,000
4802;FINANCIEROS;0,000;0,000;22729,000;-22729,000
480201;Intereses sobre depósitos en instituciones financieras;0,000;0,000;22729,000;-22729,000
480201001;INTERESES SOBRE DEPÓSITOS EN INSTITUCIONES FINANCIERAS;0,000;0,000;22729,000;-22729,000
4808;INGRESOS DIVERSOS;0,000;0,000;147475,000;-147475,000
480826;Recuperaciones;0,000;0,000;147475,000;-147475,000
480826001;RECUPERACIONES;0,000;0,000;147475,000;-147475,000
5;GASTOS;0,000;880563,000;0,000;880563,000
51;DE ADMINISTRACIÓN Y OPERACIÓN;0,000;35565,000;0,000;35565,000
5120;IMPUESTOS, CONTRIBUCIONES Y TASAS;0,000;35565,000;0,000;35565,000
512024;Gravamen a los movimientos financieros;0,000;35565,000;0,000;35565,000
512024001;GRAVAMEN A LOS MOVIMIENTOS FINANCIEROS;0,000;35565,000;0,000;35565,000
53;DETERIORO, DEPRECIACIONES, AMORTIZACIONES Y PROVISIONES;0,000;844998,000;0,000;844998,000
5360;DEPRECIACIÓN DE PROPIEDADES, PLANTA Y EQUIPO;0,000;844998,000;0,000;844998,000
536007;Equipos de comunicación y computación;0,000;844998,000;0,000;844998,000
536007001;EQUIPOS DE COMUNICACIÓN Y COMPUTACIÓN;0,000;844998,000;0,000;844998,000
6;COSTOS DE VENTAS;-0,000;87173152,534;0,000;87173152,534
63;COSTO DE VENTAS DE SERVICIOS;-0,000;87173152,534;0,000;87173152,534
6360;SERVICIOS PÚBLICOS;-0,000;87173152,534;0,000;87173152,534
636002;Acueducto;-0,000;18340419,000;0,000;18340419,000
636002001;ACUEDUCTO;-0,000;18340419,000;0,000;18340419,000
636003;Alcantarillado;0,000;14725477,000;0,000;14725477,000
636003001;ALCANTARILLADO;0,000;14725477,000;0,000;14725477,000
636004;Aseo;-0,000;54107256,534;0,000;54107256,534
636004001;ASEO;-0,000;54107256,534;0,000;54107256,534
7;COSTOS DE TRANSFORMACIÓN;0,000;174346305,067;174346305,067;-0,000
75;SERVICIOS PÚBLICOS;0,000;174346305,067;174346305,067;-0,000
7502;ACUEDUCTO;-0,001;36680838,000;36680838,000;-0,001
750203;Sueldos y salarios;0,000;13714668,000;13714668,000;0,000
750203001;SUELDOS Y SALARIOS;0,000;8641504,000;8641504,000;0,000
750203002;SUBSIDIO DE ALIMENTACION;0,000;377280,000;377280,000;0,000
750203004;CESANTIAS;0,000;4695884,000;4695884,000;0,000
750205;Contribuciones efectivas;0,000;1773372,000;1773372,000;0,000
750205001;CAJAS DE COMPENSACION;0,000;283800,000;283800,000;0,000
750205002;COTIZACIONES SEGURIDAD SOCIAL PENSION;0,000;850086,000;850086,000;0,000
750205003;COTIZACIONES SEGURIDAD SOCIAL SALUD;0,000;602286,000;602286,000;0,000
750205004;APORTES A RIESGOS PROFESIONALES;0,000;37200,000;37200,000;0,000
750206;Aportes sobre la nómina;0,000;356400,000;356400,000;0,000
750206001;APORTES ICBF;0,000;213000,000;213000,000;0,000
750206002;APORTES SENA;0,000;36000,000;36000,000;0,000
750206003;ESAP;0,000;36000,000;36000,000;0,000
750206004;ESCUELAS INDUSTRIALES E INSTITUTOS TECNICOS;0,000;71400,000;71400,000;0,000
750207;Depreciación y amortización;0,000;95979,000;95979,000;0,000
750207001;DEPRECIACIÓN Y AMORTIZACIÓN;0,000;95979,000;95979,000;0,000
750210;Gastos de personal diversos;0,000;2400000,000;2400000,000;0,000
750210001;DOTACIÓN Y SUMINISTRO A TRABAJADORES;0,000;2400000,000;2400000,000;0,000
750295;Traslado de costos (Cr);-0,001;18340419,000;18340419,000;-0,001
750295001;TRASLADO DE COSTOS (CR);-0,001;18340419,000;18340419,000;-0,001
7503;ALCANTARILLADO;0,001;29450954,000;29450954,000;0,001
750303;Sueldos y salarios;0,000;6845461,000;6845461,000;0,000
750303001;SUELDOS Y SALARIOS;0,000;3869090,000;3869090,000;0,000
750303002;SUBSIDIO ALIMENTACION;0,000;188640,000;188640,000;0,000
750303004;CESANTIAS;0,000;2787731,000;2787731,000;0,000
750305;Contribuciones efectivas;0,000;795336,000;795336,000;0,000
750305001;CAJAS DE COMPENSACION;0,000;127200,000;127200,000;0,000
750305002;COTIZACIONES SEGURIDAD SOCIAL PENSION;0,000;381168,000;381168,000;0,000
750305003;COTIZACIONES SEGURIDAD SOCIAL SALUD;0,000;270168,000;270168,000;0,000
750305004;APORTES A RIESGOS PROFESIONALES;0,000;16800,000;16800,000;0,000
750306;Aportes sobre la nómina;0,000;159000,000;159000,000;0,000
750306001;APORTES ICBF;0,000;95400,000;95400,000;0,000
750306002;APORTES SENA;0,000;15900,000;15900,000;0,000
750306003;ESAP;0,000;15900,000;15900,000;0,000
750306004;ESCUELAS INDUSTRIALES E INSTITUTOS TECNICOS;0,000;31800,000;31800,000;0,000
750308;Impuestos;0,000;6925680,000;6925680,000;0,000
750308002;TASAS Y CONTRIBUCIONES;0,000;6925680,000;6925680,000;0,000
750395;Traslado de costos (Cr);0,001;14725477,000;14725477,000;0,001
750395001;TRASLADO DE COSTOS (CR);0,001;14725477,000;14725477,000;0,001
7504;ASEO;0,000;108214513,067;108214513,067;-0,000
750401;Materiales;0,000;9472660,000;9472660,000;0,000
750401001;MATERIALES;0,000;9472660,000;9472660,000;0,000
750402;Generales;0,000;10225800,000;10225800,000;0,000
750402001;MANTEMINIENTO;0,000;4200000,000;4200000,000;0,000
750402002;COMUNICACIONES Y TRANSPORTE;0,000;6025800,000;6025800,000;0,000
750403;Sueldos y salarios;0,000;7365790,533;7365790,533;-0,000
750403001;SUELDOS Y SALARIOS;0,000;7030430,533;7030430,533;-0,000
750403002;SUBSIDIO DE ALIMENTACION;0,000;335360,000;335360,000;0,000
750405;Contribuciones efectivas;0,000;1388230,000;1388230,000;0,000
750405001;CAJAS DE COMPENSACION;0,000;222000,000;222000,000;0,000
750405002;COTIZACIONES SEGURIDAD SOCIAL PENSION;0,000;665465,000;665465,000;0,000
750405003;COTIZACIONES SEGURIDAD SOCIAL SALUD;0,000;471565,000;471565,000;0,000
750405004;APORTES A RIESGOS PROFESIONALES;0,000;29200,000;29200,000;0,000
750406;Aportes sobre la nómina;0,000;278300,000;278300,000;0,000
750406001;APORTES ICBF;0,000;166600,000;166600,000;0,000
750406002;APORTES SENA;0,000;28000,000;28000,000;0,000
750406003;ESAP;0,000;28000,000;28000,000;0,000
750406004;ESCUELAS INDUSTRIALES E INSTITUTOS TECNICOS;0,000;55700,000;55700,000;0,000
750407;Depreciación y amortización;0,000;9816666,000;9816666,000;0,000
750407001;DEPRECIACIONES Y AMORTIZACIONES;0,000;9816666,000;9816666,000;0,000
750408;Impuestos;0,000;13851360,000;13851360,000;0,000
750408002;TASAS Y CONTRIBUCIONES;0,000;13851360,000;13851360,000;0,000
750410;Gastos de personal diversos;0,000;1708450,000;1708450,000;0,000
750410001;DOTACIÓN Y SUMINISTRO A TRABAJADORES;0,000;1708450,000;1708450,000;0,000
750495;Traslado de costos (Cr);0,000;54107256,533;54107256,534;-0,000
750495001;TRASLADO DE COSTOS (CR);0,000;54107256,533;54107256,534;-0,000
