CODIGO;CUENTA;SALDO ANTERIOR;DEBITO;CREDITO;SALDO FINAL
29059014;ADULTO MAYOR 4%;0,00;100000,00;100000,00;0,00
3;Patrimonio;-12907289,00;0,00;0,00;-12907289,00
31;Hacienda pública;-12907289,00;0,00;0,00;-12907289,00
3105;Capital fiscal;-12907289,00;0,00;0,00;-12907289,00
310504;Municipio;-12907289,00;0,00;0,00;-12907289,00
31050401;Municipio;-12907289,00;0,00;0,00;-12907289,00
4;Ingresos;0,00;0,00;24098196,00;-24098196,00
47;Operaciones interinstitucionales;0,00;0,00;24098196,00;-24098196,00
4705;Fondos recibidos;0,00;0,00;24098196,00;-24098196,00
470508;Funcionamiento;0,00;0,00;24098196,00;-24098196,00
47050801;Funcionamiento;0,00;0,00;24098196,00;-24098196,00
5;Gastos;0,00;24023530,00;0,00;24023530,00
51;De administración;0,00;23839784,00;0,00;23839784,00
5101;Sueldos y salarios;0,00;21849683,00;0,00;21849683,00
510101;Sueldos del personal;0,00;2460000,00;0,00;2460000,00
51010101;Sueldos del personal;0,00;2460000,00;0,00;2460000,00
510109;Honorarios;0,00;19037480,00;0,00;19037480,00
51010901;Honorarios;0,00;19037480,00;0,00;19037480,00
510124;Cesantías;0,00;216078,00;0,00;216078,00
51012401;Cesantías;0,00;216078,00;0,00;216078,00
510125;Intereses a las cesantías;0,00;2160,00;0,00;2160,00
51012501;Intereses a las cesantías;0,00;2160,00;0,00;2160,00
510160;Subsidio de alimentación;0,00;133965,00;0,00;133965,00
51016001;Subsidio de alimentación;0,00;133965,00;0,00;133965,00
5103;Contribuciones efectivas;0,00;740100,00;0,00;740100,00
510302;Aportes a cajas de compensación familiar;0,00;103800,00;0,00;103800,00
51030201;Aportes a cajas de compensación familiar;0,00;103800,00;0,00;103800,00
510303;Cotizaciones a seguridad social en salud;0,00;311400,00;0,00;311400,00
51030301;De funcionarios de la administración central;0,00;311400,00;0,00;311400,00
510305;Cotizaciones a riesgos profesionales;0,00;13500,00;0,00;13500,00
51030501;Cotizaciones a riesgos profesionales;0,00;13500,00;0,00;13500,00
510307;Cotizaciones a entidades administradoras del régimen de ahorro individual;0,00;311400,00;0,00;311400,00
51030701;Aportes para pensión;0,00;311400,00;0,00;311400,00
5104;Aportes sobre la nómina;0,00;129900,00;0,00;129900,00
510401;Aportes al icbf;0,00;78000,00;0,00;78000,00
51040101;Aportes al icbf;0,00;78000,00;0,00;78000,00
510402;Aportes al sena;0,00;12900,00;0,00;12900,00
51040201;Aportes al sena;0,00;12900,00;0,00;12900,00
510403;Aportes esap;0,00;12900,00;0,00;12900,00
51040301;Aportes esap;0,00;12900,00;0,00;12900,00
510404;Aportes a escuelas industriales e institutos técnicos;0,00;26100,00;0,00;26100,00
51040401;Aportes a escuelas industriales e institutos técnicos;0,00;26100,00;0,00;26100,00
5111;Generales;0,00;1022090,00;0,00;1022090,00
511119;Viáticos y gastos de viaje;0,00;240000,00;0,00;240000,00
51111901;Viáticos y gastos de viaje;0,00;240000,00;0,00;240000,00
511123;Comunicaciones y transporte;0,00;329690,00;0,00;329690,00
51112301;Comunicaciones y transporte;0,00;329690,00;0,00;329690,00
511125;Seguros generales;0,00;452400,00;0,00;452400,00
51112501;Seguros generales;0,00;452400,00;0,00;452400,00
5120;Impuestos  contribuciones y tasas;0,00;98011,00;0,00;98011,00
512024;Gravamen a los movimientos financieros;0,00;98011,00;0,00;98011,00
51202401;Gravamen a los movimientos financieros;0,00;98011,00;0,00;98011,00
58;Otros gastos;0,00;183746,00;0,00;183746,00
5802;Comisiones;0,00;158450,00;0,00;158450,00
580238;Comisiones y otros gastos bancarios;0,00;158450,00;0,00;158450,00
58023801;Comisiones y otros gastos bancarios;0,00;158450,00;0,00;158450,00
5808;Otros gastos ordinarios;0,00;25296,00;0,00;25296,00
580803;Impuestos asumidos;0,00;25296,00;0,00;25296,00
58080301;Iva en gastos;0,00;25296,00;0,00;25296,00
